S,2.1e-11,2200,150,1.3e-14,1.2
S,3.2e-11,650,150,3.6e-12,1.2
S,1.3e-11,-410,100,5e-11,1.1
S,5.5e-11,-250,100,1.3e-10,1.3
S,0,0,0,2e-20,0
S,0,0,0,1e-18,0
S,3e-12,7000,0,2e-22,0
S,6e-12,75,75,4.7e-12,1.2
S,1.1e-13,1200,500,1.9e-15,2
S,9.9e-12,-360,100,3.3e-11,1.2
S,1.2e-11,260,100,5e-12,1.15
S,6e-11,-400,200,2.3e-10,1.2
S,0,0,0,6.6e-11,3
S,0,0,0,8.6e-11,2
S,0,0,0,3e-15,0
S,0,0,0,4e-15,0
S,0,0,0,5e-15,0
S,0,0,0,1e-18,0
S,0,0,0,2e-26,0
S,0,0,0,8e-16,0
S,0,0,0,1e-16,0
S,0,0,0,4e-16,0
S,4.4e-13,-210,210,8.9e-13,1.25
S,1.9e-13,-500,200,1e-12,1.2
S,1.3e-12,270,270,5.3e-15,1.4
S,0,0,0,7e-21,0
S,0,0,0,1e-17,0
S,0,0,0,1e-21,0
S,0,0,0,2.4e-10,2
S,3.7e-11,-210,100,7.4e-11,1.25
S,0,0,0,1e-16,0
S,0,0,0,4e-15,0
S,1.2e-10,-150,50,2e-10,1.25
S,0,0,0,2e-16,0
S,0,0,0,9.5e-15,2
S,2.8e-11,0,50,2.8e-11,1.3
S,0,0,0,4e-18,0
S,1.4e-11,2750,300,1.4e-15,2
S,9.2e-12,390,100,2.5e-12,2
S,1.5e-14,-850,200,2.6e-13,1.3
S,0,0,0,5.7e-11,1.4
S,0,0,0,6.6e-16,2
S,0,0,0,1.2e-14,1.5
S,2.3e-12,0,200,2.3e-12,1.2
S,0,0,0,1.2e-11,2
S,2.6e-13,2400,500,8.4e-17,2
S,3.6e-12,1100,200,9e-14,1.2
S,1.4e-11,0,50,1.4e-11,1.2
S,0,0,0,1.9e-12,3
S,0,0,0,1e-19,10
S,0,0,0,4e-19,0
S,9e-12,280,200,3.5e-12,1.3
S,0,0,0,5e-15,0
S,2.9e-11,-240,50,6.5e-11,1.2
S,1.7e-11,690,200,1.7e-12,2
S,2.3e-11,-350,200,7.4e-11,2
S,6e-11,-160,160,1e-10,2
S,4.3e-11,1390,200,4e-13,2
S,0,0,0,2e-17,0
S,0,0,0,1e-13,1.3
S,0,0,0,1e-15,0
S,0,0,0,9.6e-12,2
S,0,0,0,3e-13,3
S,1.3e-12,330,200,4.4e-13,1.2
S,0,0,0,2.9e-19,2
S,0,0,0,3e-16,3
S,0,0,0,7.6e-17,3
S,0,0,0,3e-18,0
S,2e-12,-290,100,5.3e-12,1.15
S,0,0,0,1e-13,0
S,2.1e-11,320,100,6.1e-11,1.15
S,0,0,0,6.5e-12,2
S,0,0,0,3.5e-11,2
S,0,0,0,1.9e-11,2
S,0,0,0,5.2e-11,2
S,0,0,0,6e-13,1.5
S,0,0,0,1.2e-11,1.4
S,0,0,0,8e-13,0
S,1.1e-11,0,100,1.1e-11,2
S,2.2e-11,0,100,2.2e-11,2
S,0,0,0,3e-10,2
S,0,0,0,1.9e-11,2
S,0,0,0,4.6e-13,2
S,0,0,0,1.8e-11,2
S,0,0,0,4.5e-12,2
S,1e-09,95,50,7.3e-10,1.2
S,0,0,0,4e-11,0
S,2.8e-10,1600,400,1.2e-12,1.2
S,7.3e-10,0,200,7.3e-10,1.3
S,3.7e-10,0,400,3.7e-10,3
S,1.1e-09,570,300,1.6e-10,1.5
S,6e-11,0,800,6e-11,3
S,2.6e-11,0,600,2.6e-11,2
S,2.2e-10,0,400,2.2e-10,2
S,1.5e-10,0,400,1.5e-10,4
S,2.8e-10,0,400,2.8e-10,3
S,2.2e-11,0,600,2.2e-11,5
S,0,0,0,1e-14,0
S,2.3e-10,0,400,2.3e-10,3
S,2.8e-10,0,400,2.8e-10,3
A,6e-34,2.3,0,0,NA
A,5.7e-32,1.6,7.5e-11,0,NA
A,6.2e-31,1,2.6e-11,0,NA
A,9e-32,1.5,3e-11,0,NA
A,9e-32,2,2.2e-11,0,NA
A,7e-31,2.6,3.6e-11,0.1,NA
A,2.5e-30,4.4,1.6e-11,1.7,NA
A,1.8e-31,3.2,4.7e-12,1.4,NA
A,2.2e-30,3.9,1.5e-12,0.7,NA
A,4.5e-31,3,1.8e-12,1.7,NA
A,1.5e-28,3,8e-12,0,NA
A,5.5e-30,0,8.3e-13,-2,NA
A,1e-28,0.8,8.8e-12,0,NA
A,1.4e-29,3.8,3.6e-11,0.6,NA
A,1.1e-28,4,1.6e-11,1,NA
A,2.8e-27,4,5e-11,1,NA
A,2e-27,4,6.5e-12,2,NA
A,1.5e-30,4,6.5e-12,2,NA
A,9.7e-29,5.6,9.3e-12,1.5,NA
A,4.4e-33,1.2,0,0,NA
A,1.8e-31,1,2.8e-10,0,NA
A,6.3e-32,2,2.6e-10,0,NA
A,2.6e-31,1.3,2e-11,1.5,NA
A,2.7e-33,1.5,0,0,NA
A,9e-32,1.6,0,0,NA
A,1.3e-30,2,1e-10,1,NA
A,1.8e-31,2,1e-10,1,NA
A,1.3e-33,3.8,0,0,NA
A,5.9e-30,2.1,2.1e-10,1,NA
A,1.6e-29,3.3,3.1e-10,1,NA
A,1.4e-28,8.5,4e-11,1.2,NA
A,1.8e-31,3.4,1.5e-11,1.9,NA
A,2.2e-32,3.1,3.5e-12,1,NA
A,6.2e-32,4.7,2.4e-11,0,NA
A,1.9e-31,1.1,3.1e-11,0,NA
A,1.9e-30,3.2,2.9e-12,1.2,NA
A,1.3e-30,4,2.8e-12,1.4,NA
A,6.9e-31,6.4,2.4e-12,2.1,NA
A,5e-30,4,6e-12,1,NA
A,3e-30,4,3e-12,1,NA
A,4.2e-31,2.4,2.7e-11,0,NA
A,5.2e-31,3.2,6.9e-12,2.9,NA
A,1.8e-32,1,1.7e-11,0,NA
A,3e-31,1,6.6e-11,0,NA
A,5.9e-31,3.5,9e-12,1.5,NA
A,1.3e-33,-3.6,0,0,NA
A,3e-31,3.3,1.5e-12,0,NA
A,3.2e-30,1.4,6e-10,0,NA
A,3.5e-30,2,5.7e-10,0,NA
A,8.7e-28,2,6.5e-10,0,NA
A,1.3e-28,2,6.8e-10,0,NA
E,2.1e-27,10900,1.6e-11,5,NA
E,3.3e-27,4667,2.1e-20,2,NA
E,5.2e-29,6643,2.5e-19,2,NA
E,2.7e-27,11000,2.9e-11,1.3,NA
E,9e-29,14000,2.3e-08,2,NA
E,3.2e-25,6100,2.5e-16,1,NA
E,5.7e-25,2500,2.5e-21,2,NA
E,1.6e-26,4000,1.1e-19,5,NA
E,2.9e-26,3700,7.2e-21,0,NA
E,1.3e-27,8744,7.2e-15,1.5,NA
E,1.1e-24,5455,9.8e-17,3,NA
